Enrollment_Method,App_Source,Payment_Method,Replacement_Indicator,Final_Status,Status,Gender,Issue_Age,Age_Group,Marital_Status,Employment,Face_Amount,Earn,Earnings_Range,Business_Bene,Child_Bene,Other_Bene,OthFamily_Bene,Spouse_Bene
O,Direct,ETRANS,0,Withdrawn,0,F,32,30-39,MARRIED,ACTIVE,950000,51000,41-60,0,2,0,1,0
P,Direct,CHECK,0,Withdrawn,0,F,54,50-59,SINGLE,ACTIVE,100000,51000,41-60,0,2,0,0,0
P,Agent,CREDCARD,0,Withdrawn,0,F,55,50-59,SINGLE,ACTIVE,200000,51000,41-60,0,0,0,1,0
O,Direct,CHECK,0,Withdrawn,0,F,43,40-49,SINGLE,ACTIVE,200000,51000,41-60,0,0,0,0,1
P,Agent,CREDCARD,0,Withdrawn,0,F,59,50-59,SINGLE,ACTIVE,200000,51000,41-60,0,1,0,0,0
P,Direct,ETRANS,0,Withdrawn,0,F,50,50-59,SINGLE,ACTIVE,250000,51000,41-60,0,2,0,0,0
P,Agent,ETRANS,0,Withdrawn,0,F,35,30-39,MARRIED,UNSPEC,250000,51097,41-60,0,0,0,1,1
P,Direct,CREDCARD,0,Withdrawn,0,F,32,30-39,MARRIED,ACTIVE,250000,51500,41-60,0,0,0,0,1
P,Agent,ETRANS,0,Withdrawn,0,M,34,30-39,MARRIED,ACTIVE,1000000,51500,41-60,0,0,0,0,1
P,Direct,CHECK,0,Withdrawn,0,M,67,60-69,MARRIED,UNSPEC,100000,51584,41-60,0,0,0,0,1
P,Agent,CREDCARD,0,Withdrawn,0,M,57,50-59,DIVORCED,ACTIVE,100000,52000,41-60,0,1,0,0,0
P,Agent,CHECK,0,Withdrawn,0,F,44,40-49,MARRIED,ACTIVE,100000,52000,41-60,0,0,0,0,1
P,Agent,CHECK,1,Withdrawn,0,M,54,50-59,MARRIED,ACTIVE,100000,52000,41-60,0,3,0,0,0
P,Direct,ETRANS,1,Withdrawn,0,F,42,40-49,MARRIED,ACTIVE,100000,52000,41-60,0,0,0,0,1
P,Agent,ETRANS,0,Withdrawn,0,M,53,50-59,MARRIED,ACTIVE,100000,52000,41-60,0,0,0,0,1
P,Agent,ETRANS,0,Withdrawn,0,M,52,50-59,MARRIED,ACTIVE,250000,52000,41-60,0,0,1,0,0
P,Direct,ETRANS,0,Withdrawn,0,M,45,40-49,MARRIED,UNSPEC,250000,52000,41-60,0,0,0,0,1
O,Direct,ETRANS,0,Withdrawn,0,F,55,50-59,MARRIED,ACTIVE,250000,52000,41-60,0,0,0,0,1
P,Direct,ETRANS,0,Withdrawn,0,M,33,30-39,MARRIED,UNSPEC,250000,52000,41-60,0,0,0,0,1
P,Agent,ETRANS,0,Withdrawn,0,M,50,50-59,MARRIED,ACTIVE,250000,52000,41-60,0,1,0,0,1
O,Direct,ETRANS,0,Withdrawn,0,M,53,50-59,MARRIED,ACTIVE,250000,52000,41-60,0,0,0,0,1
P,Agent,ETRANS,1,Withdrawn,0,F,31,30-39,MARRIED,ACTIVE,250000,52000,41-60,0,0,0,0,1
P,Direct,CREDCARD,0,Withdrawn,0,F,53,50-59,MARRIED,ACTIVE,250000,52000,41-60,0,0,0,0,1
P,Agent,ETRANS,1,Withdrawn,0,F,37,30-39,MARRIED,ACTIVE,500000,52000,41-60,0,0,0,0,1
P,Agent,ETRANS,0,Withdrawn,0,M,28,0-29,MARRIED,ACTIVE,500000,52000,41-60,0,0,0,0,1
O,Direct,ETRANS,0,Withdrawn,0,M,41,40-49,MARRIED,ACTIVE,500000,52000,41-60,0,0,0,0,1
O,Direct,ETRANS,0,Withdrawn,0,M,39,30-39,MARRIED,ACTIVE,500000,52000,41-60,0,0,0,0,1
O,Direct,ETRANS,0,Withdrawn,0,M,39,30-39,MARRIED,ACTIVE,500000,52000,41-60,0,0,0,0,1
P,Direct,ETRANS,0,Withdrawn,0,M,32,30-39,MARRIED,ACTIVE,500000,52000,41-60,0,3,0,0,0
P,Direct,ETRANS,0,Withdrawn,0,F,42,40-49,MARRIED,ACTIVE,750000,52000,41-60,0,0,0,0,1
P,Agent,ETRANS,0,Withdrawn,0,F,41,40-49,MARRIED,ACTIVE,1000000,52000,41-60,0,3,0,0,1
P,Direct,ETRANS,0,Withdrawn,0,F,45,40-49,SINGLE,UNSPEC,250000,52000,41-60,0,2,0,0,0
P,Agent,ETRANS,0,Withdrawn,0,F,41,40-49,SINGLE,ACTIVE,250000,52000,41-60,0,1,0,0,0
P,Agent,ETRANS,0,Withdrawn,0,F,45,40-49,MARRIED,ACTIVE,250000,52037,41-60,0,0,0,0,1
O,Direct,ETRANS,0,Withdrawn,0,F,49,40-49,SINGLE,ACTIVE,300000,52188,41-60,0,0,0,1,0
O,Direct,ETRANS,0,Withdrawn,0,M,34,30-39,MARRIED,ACTIVE,250000,52500,41-60,0,0,0,0,1
P,Agent,ETRANS,0,Withdrawn,0,M,35,30-39,MARRIED,ACTIVE,500000,52500,41-60,0,0,0,0,1
P,Agent,ETRANS,0,Withdrawn,0,F,32,30-39,SINGLE,ACTIVE,250000,52500,41-60,0,0,0,0,1
O,Direct,ETRANS,0,Withdrawn,0,F,32,30-39,SINGLE,ACTIVE,500000,52500,41-60,0,0,0,2,0
P,Direct,CHECK,0,Withdrawn,0,F,48,40-49,MARRIED,UNSPEC,100000,52734,41-60,0,1,0,2,1
P,Agent,ETRANS,0,Withdrawn,0,M,43,40-49,DIVORCED,ACTIVE,350000,53000,41-60,0,3,0,0,0
P,Direct,ETRANS,0,Withdrawn,0,M,55,50-59,MARRIED,UNSPEC,100000,53000,41-60,0,0,0,0,1
P,Agent,ETRANS,1,Withdrawn,0,M,43,40-49,MARRIED,ACTIVE,150000,53000,41-60,0,0,0,0,1
P,Agent,ETRANS,0,Withdrawn,0,M,56,50-59,MARRIED,ACTIVE,250000,53000,41-60,0,0,0,0,1
P,Agent,CREDCARD,0,Withdrawn,0,M,33,30-39,MARRIED,ACTIVE,250000,53000,41-60,0,0,0,0,1
O,Direct,CREDCARD,0,Withdrawn,0,M,54,50-59,MARRIED,ACTIVE,250000,53000,41-60,0,1,0,0,1
P,Agent,CHECK,0,Withdrawn,0,M,30,30-39,MARRIED,ACTIVE,500000,53000,41-60,0,0,0,0,1
P,Agent,ETRANS,0,Withdrawn,0,F,31,30-39,MARRIED,ACTIVE,500000,53000,41-60,0,0,0,0,1
P,Agent,ETRANS,1,Withdrawn,0,M,57,50-59,MARRIED,ACTIVE,500000,53000,41-60,0,0,0,0,1
P,Agent,ETRANS,0,Withdrawn,0,F,37,30-39,MARRIED,ACTIVE,500000,53000,41-60,0,0,0,0,1
P,Direct,ETRANS,0,Withdrawn,0,M,40,40-49,MARRIED,ACTIVE,500000,53000,41-60,0,0,0,0,1
P,Agent,ETRANS,0,Withdrawn,0,M,28,0-29,MARRIED,ACTIVE,1000000,53000,41-60,0,0,0,0,1
O,Direct,ETRANS,0,Withdrawn,0,M,51,50-59,MARRIED,ACTIVE,1000000,53000,41-60,0,0,0,0,1
P,Direct,CHECK,0,Withdrawn,0,F,48,40-49,SINGLE,UNSPEC,250000,53000,41-60,0,0,0,0,1
P,Direct,ETRANS,0,Withdrawn,0,F,39,30-39,SINGLE,ACTIVE,300000,53000,41-60,0,2,1,0,0
O,Direct,CREDCARD,0,Withdrawn,0,M,33,30-39,MARRIED,ACTIVE,100000,53310,41-60,0,1,0,0,1
P,Direct,CHECK,0,Withdrawn,0,F,36,30-39,SINGLE,ACTIVE,250000,53456,41-60,0,2,0,0,0
O,Direct,CREDCARD,0,Withdrawn,0,F,28,0-29,MARRIED,ACTIVE,700000,53850,41-60,0,0,0,0,1
O,Direct,ETRANS,0,Withdrawn,0,F,53,50-59,MARRIED,ACTIVE,150000,54000,41-60,0,0,0,0,1
O,Direct,CREDCARD,0,Withdrawn,0,M,34,30-39,MARRIED,ACTIVE,200000,54000,41-60,0,0,0,0,1
P,Direct,ETRANS,0,Withdrawn,0,F,41,40-49,MARRIED,UNSPEC,500000,54000,41-60,0,0,0,0,1
O,Direct,ETRANS,0,Withdrawn,0,F,48,40-49,MARRIED,ACTIVE,500000,54000,41-60,0,0,0,0,1
P,Agent,CHECK,1,Withdrawn,0,F,68,60-69,MARRIED,ACTIVE,500000,54000,41-60,0,2,0,0,0
P,Direct,ETRANS,1,Withdrawn,0,F,44,40-49,MARRIED,ACTIVE,750000,54000,41-60,0,2,0,0,0
P,Agent,CHECK,0,Withdrawn,0,F,31,30-39,MARRIED,ACTIVE,1000000,54000,41-60,0,0,0,0,1
P,Direct,CREDCARD,0,Withdrawn,0,F,33,30-39,MARRIED,ACTIVE,1000000,54000,41-60,0,0,1,0,0
O,Direct,ETRANS,0,Withdrawn,0,F,52,50-59,SINGLE,ACTIVE,250000,54000,41-60,0,0,0,0,1
P,Direct,ETRANS,0,Withdrawn,0,F,32,30-39,SINGLE,ACTIVE,250000,54000,41-60,0,0,0,2,0
P,Agent,ETRANS,0,Withdrawn,0,F,46,40-49,SINGLE,ACTIVE,810000,54000,41-60,0,0,0,1,1
O,Direct,CHECK,0,Withdrawn,0,F,29,0-29,SINGLE,ACTIVE,1000000,54000,41-60,0,0,0,1,0
P,Agent,ETRANS,0,Withdrawn,0,F,44,40-49,SINGLE,ACTIVE,100000,54216,41-60,0,0,0,1,0
P,Agent,ETRANS,0,Withdrawn,0,F,35,30-39,MARRIED,ACTIVE,300000,54400,41-60,0,0,0,0,1
P,Agent,ETRANS,0,Withdrawn,0,M,37,30-39,SINGLE,ACTIVE,1000000,54600,41-60,0,0,0,1,0
P,Agent,CREDCARD,0,Withdrawn,0,M,42,40-49,DIVORCED,ACTIVE,500000,55000,41-60,0,1,0,0,0
P,Direct,ETRANS,0,Withdrawn,0,M,40,40-49,MARRIED,UNSPEC,100000,55000,41-60,0,0,0,0,1
P,Agent,CREDCARD,0,Withdrawn,0,M,59,50-59,MARRIED,ACTIVE,100000,55000,41-60,0,0,0,0,1
P,Direct,CHECK,0,Withdrawn,0,F,59,50-59,MARRIED,UNSPEC,100000,55000,41-60,0,0,0,0,1
P,Agent,CREDCARD,0,Withdrawn,0,F,51,50-59,MARRIED,ACTIVE,100000,55000,41-60,0,0,0,0,1
O,Direct,ETRANS,0,Withdrawn,0,F,47,40-49,MARRIED,ACTIVE,100000,55000,41-60,0,0,0,0,1
P,Agent,ETRANS,0,Withdrawn,0,F,55,50-59,MARRIED,ACTIVE,100000,55000,41-60,0,2,0,0,0
P,Direct,ETRANS,1,Withdrawn,0,F,52,50-59,MARRIED,UNSPEC,100000,55000,41-60,0,0,0,0,1
P,Direct,ETRANS,0,Withdrawn,0,F,55,50-59,MARRIED,UNSPEC,100000,55000,41-60,0,0,0,0,1
P,Agent,CREDCARD,0,Withdrawn,0,M,57,50-59,MARRIED,ACTIVE,100000,55000,41-60,0,0,0,0,1
P,Agent,CHECK,1,Withdrawn,0,M,66,60-69,MARRIED,ACTIVE,100000,55000,41-60,0,0,0,0,1
P,Direct,CHECK,0,Withdrawn,0,F,56,50-59,MARRIED,ACTIVE,100000,55000,41-60,0,0,0,0,1
P,Agent,CHECK,1,Withdrawn,0,M,64,60-69,MARRIED,ACTIVE,100000,55000,41-60,0,0,0,0,1
O,Direct,ETRANS,0,Withdrawn,0,F,51,50-59,MARRIED,ACTIVE,150000,55000,41-60,0,0,0,0,1
P,Direct,CHECK,0,Withdrawn,0,M,33,30-39,MARRIED,UNSPEC,250000,55000,41-60,0,0,0,0,1
O,Direct,ETRANS,0,Withdrawn,0,F,30,30-39,MARRIED,ACTIVE,250000,55000,41-60,0,0,0,0,1
P,Agent,ETRANS,0,Withdrawn,0,M,53,50-59,MARRIED,ACTIVE,250000,55000,41-60,0,0,0,0,1
P,Agent,CHECK,0,Withdrawn,0,M,67,60-69,MARRIED,ACTIVE,250000,55000,41-60,0,0,0,0,1
O,Direct,CREDCARD,0,Withdrawn,0,F,59,50-59,MARRIED,ACTIVE,250000,55000,41-60,0,0,0,0,1
P,Agent,ETRANS,0,Withdrawn,0,F,23,0-29,MARRIED,ACTIVE,250000,55000,41-60,0,0,0,1,0
P,Direct,ETRANS,1,Withdrawn,0,M,57,50-59,MARRIED,ACTIVE,250000,55000,41-60,0,2,0,0,0
P,Agent,ETRANS,0,Withdrawn,0,M,40,40-49,MARRIED,ACTIVE,250000,55000,41-60,0,1,0,0,0
P,Agent,ETRANS,0,Withdrawn,0,F,40,40-49,MARRIED,ACTIVE,250000,55000,41-60,0,0,0,0,1
O,Direct,ETRANS,0,Withdrawn,0,F,36,30-39,MARRIED,ACTIVE,300000,55000,41-60,0,0,0,0,1
P,Agent,CHECK,0,Withdrawn,0,M,37,30-39,MARRIED,ACTIVE,300000,55000,41-60,0,0,0,0,1
O,Direct,ETRANS,0,Withdrawn,0,M,39,30-39,MARRIED,ACTIVE,500000,55000,41-60,0,0,0,0,1
P,Direct,ETRANS,0,Withdrawn,0,M,46,40-49,MARRIED,ACTIVE,500000,55000,41-60,0,0,1,0,0
P,Agent,CHECK,0,Withdrawn,0,M,45,40-49,MARRIED,ACTIVE,500000,55000,41-60,0,0,0,0,1
P,Agent,ETRANS,1,Withdrawn,0,F,35,30-39,MARRIED,ACTIVE,500000,55000,41-60,0,1,0,0,0
O,Direct,ETRANS,0,Withdrawn,0,M,40,40-49,MARRIED,ACTIVE,500000,55000,41-60,0,0,0,0,1
P,Agent,CHECK,0,Withdrawn,0,M,30,30-39,MARRIED,ACTIVE,500000,55000,41-60,0,0,0,0,1
O,Direct,ETRANS,0,Withdrawn,0,M,32,30-39,MARRIED,ACTIVE,500000,55000,41-60,0,0,0,0,1
O,Direct,ETRANS,0,Withdrawn,0,M,27,0-29,MARRIED,ACTIVE,500000,55000,41-60,0,0,0,0,1
P,Direct,ETRANS,0,Withdrawn,0,F,35,30-39,MARRIED,UNSPEC,500000,55000,41-60,0,0,0,0,1
P,Agent,ETRANS,1,Withdrawn,0,M,57,50-59,MARRIED,ACTIVE,500000,55000,41-60,0,0,0,0,1
O,Direct,ETRANS,0,Withdrawn,0,M,33,30-39,MARRIED,ACTIVE,500000,55000,41-60,0,0,0,0,1
O,Direct,CREDCARD,0,Withdrawn,0,F,50,50-59,MARRIED,HOMEMAKER,550000,55000,41-60,0,0,0,0,1
O,Direct,CREDCARD,0,Withdrawn,0,F,42,40-49,MARRIED,ACTIVE,800000,55000,41-60,0,0,0,0,1
P,Agent,CREDCARD,0,Withdrawn,0,M,28,0-29,MARRIED,ACTIVE,1000000,55000,41-60,0,0,0,0,1
P,Agent,CREDCARD,0,Withdrawn,0,M,36,30-39,MARRIED,ACTIVE,1000000,55000,41-60,0,0,0,0,1
P,Agent,ETRANS,1,Withdrawn,0,M,40,40-49,MARRIED,ACTIVE,1000000,55000,41-60,0,0,0,0,1
P,Agent,CREDCARD,0,Withdrawn,0,F,34,30-39,SINGLE,ACTIVE,100000,55000,41-60,0,0,0,2,0
P,Direct,ETRANS,0,Withdrawn,0,F,51,50-59,SINGLE,ACTIVE,100000,55000,41-60,0,2,0,0,0
O,Direct,ETRANS,0,Withdrawn,0,F,39,30-39,SINGLE,ACTIVE,100000,55000,41-60,0,1,0,1,0
P,Direct,ETRANS,0,Withdrawn,0,M,38,30-39,SINGLE,UNSPEC,100000,55000,41-60,0,0,1,0,0
P,Agent,ETRANS,0,Withdrawn,0,F,54,50-59,SINGLE,ACTIVE,150000,55000,41-60,0,0,0,1,0
P,Agent,CREDCARD,0,Withdrawn,0,F,44,40-49,SINGLE,NOTACTIVE,250000,55000,41-60,0,0,0,1,0
P,Agent,ETRANS,0,Withdrawn,0,F,52,50-59,SINGLE,ACTIVE,250000,55000,41-60,0,3,0,0,0
O,Direct,ETRANS,0,Withdrawn,0,F,33,30-39,SINGLE,ACTIVE,250000,55000,41-60,0,0,0,0,1
O,Direct,ETRANS,0,Withdrawn,0,F,36,30-39,SINGLE,ACTIVE,300000,55000,41-60,0,1,0,1,0
O,Direct,ETRANS,0,Withdrawn,0,F,28,0-29,SINGLE,ACTIVE,500000,55000,41-60,0,2,0,1,0
P,Agent,ETRANS,0,Withdrawn,0,F,44,40-49,SINGLE,ACTIVE,500000,55000,41-60,0,2,0,0,0
P,Direct,CREDCARD,0,Withdrawn,0,F,31,30-39,SINGLE,UNSPEC,1000000,55000,41-60,0,2,0,0,0
P,Direct,ETRANS,1,Withdrawn,0,M,60,60-69,UNKNOWN,UNSPEC,100000,55000,41-60,0,0,0,0,1
O,Direct,CREDCARD,0,Withdrawn,0,F,46,40-49,DIVORCED,ACTIVE,1000000,56000,41-60,0,1,0,0,0
P,Direct,ETRANS,0,Withdrawn,0,M,60,60-69,MARRIED,UNSPEC,100000,56000,41-60,0,2,0,0,0
O,Direct,CREDCARD,0,Withdrawn,0,M,32,30-39,MARRIED,ACTIVE,100000,56000,41-60,0,0,0,0,1
P,Agent,ETRANS,1,Withdrawn,0,F,52,50-59,MARRIED,ACTIVE,100000,56000,41-60,0,0,0,0,1
P,Direct,ETRANS,0,Withdrawn,0,F,59,50-59,MARRIED,UNSPEC,250000,56000,41-60,0,0,0,0,1
P,Agent,CHECK,0,Withdrawn,0,M,31,30-39,MARRIED,ACTIVE,250000,56000,41-60,0,0,0,0,1
P,Agent,ETRANS,0,Withdrawn,0,M,52,50-59,MARRIED,ACTIVE,250000,56000,41-60,0,0,0,0,1
O,Direct,CREDCARD,0,Withdrawn,0,M,62,60-69,MARRIED,RETIRED,300000,56000,41-60,0,0,0,0,1
O,Direct,ETRANS,0,Withdrawn,0,M,31,30-39,MARRIED,ACTIVE,300000,56000,41-60,0,0,0,0,1
O,Direct,ETRANS,0,Withdrawn,0,F,59,50-59,MARRIED,ACTIVE,400000,56000,41-60,0,0,0,0,1
O,Direct,CREDCARD,0,Withdrawn,0,F,30,30-39,MARRIED,ACTIVE,500000,56000,41-60,0,0,0,0,1
P,Direct,ETRANS,0,Withdrawn,0,M,38,30-39,MARRIED,UNSPEC,500000,56000,41-60,0,0,0,0,1
P,Direct,ETRANS,0,Withdrawn,0,M,52,50-59,MARRIED,UNSPEC,500000,56000,41-60,0,0,0,0,1
P,Agent,ETRANS,1,Withdrawn,0,F,46,40-49,MARRIED,ACTIVE,500000,56000,41-60,0,0,0,0,1
P,Direct,ETRANS,0,Withdrawn,0,F,54,50-59,SINGLE,ACTIVE,100000,56000,41-60,0,1,0,0,0
O,Direct,CREDCARD,0,Withdrawn,0,F,34,30-39,MARRIED,ACTIVE,550000,56270,41-60,0,0,0,0,1
P,Agent,CHECK,0,Withdrawn,0,F,53,50-59,MARRIED,ACTIVE,500000,56400,41-60,0,0,0,0,1
P,Direct,CHECK,0,Withdrawn,0,M,34,30-39,MARRIED,ACTIVE,1000000,56700,41-60,0,0,0,0,1
O,Direct,ETRANS,0,Withdrawn,0,M,56,50-59,DIVORCED,ACTIVE,100000,57000,41-60,0,0,0,2,0
P,Direct,ETRANS,0,Withdrawn,0,F,54,50-59,MARRIED,ACTIVE,100000,57000,41-60,0,2,0,0,1
O,Direct,ETRANS,1,Withdrawn,0,F,51,50-59,MARRIED,ACTIVE,100000,57000,41-60,0,0,0,0,1
P,Agent,ETRANS,0,Withdrawn,0,F,30,30-39,MARRIED,ACTIVE,250000,57000,41-60,0,0,0,0,1
P,Direct,ETRANS,0,Withdrawn,0,F,42,40-49,MARRIED,ACTIVE,250000,57000,41-60,0,1,0,0,0
P,Direct,CHECK,0,Withdrawn,0,F,30,30-39,MARRIED,UNSPEC,500000,57000,41-60,0,0,0,0,1
P,Agent,CREDCARD,0,Withdrawn,0,F,32,30-39,MARRIED,ACTIVE,500000,57000,41-60,0,0,0,0,1
O,Direct,ETRANS,0,Withdrawn,0,M,48,40-49,MARRIED,ACTIVE,500000,57000,41-60,0,0,0,0,1
P,Agent,ETRANS,0,Withdrawn,0,F,31,30-39,MARRIED,ACTIVE,500000,57000,41-60,0,0,0,0,1
O,Direct,ETRANS,0,Withdrawn,0,M,34,30-39,MARRIED,ACTIVE,750000,57000,41-60,0,0,0,0,1
O,Direct,ETRANS,0,Withdrawn,0,F,31,30-39,MARRIED,ACTIVE,1000000,57000,41-60,0,0,0,0,1
P,Agent,CREDCARD,0,Withdrawn,0,M,37,30-39,MARRIED,ACTIVE,1250000,57000,41-60,0,0,0,0,1
P,Agent,ETRANS,1,Withdrawn,0,F,59,50-59,SINGLE,ACTIVE,100000,57000,41-60,0,1,0,0,0
P,Agent,ETRANS,0,Withdrawn,0,M,31,30-39,SINGLE,ACTIVE,250000,57000,41-60,0,0,1,0,0
O,Direct,ETRANS,0,Withdrawn,0,M,32,30-39,SINGLE,ACTIVE,250000,57000,41-60,0,0,0,2,0
P,Agent,ETRANS,0,Withdrawn,0,M,40,40-49,SINGLE,ACTIVE,250000,57000,41-60,0,0,0,3,0
P,Agent,ETRANS,0,Withdrawn,0,M,63,60-69,MARRIED,ACTIVE,100000,57200,41-60,0,0,0,0,1
P,Agent,CHECK,0,Withdrawn,0,M,59,50-59,DIVORCED,ACTIVE,100000,57500,41-60,0,0,0,0,1
P,Agent,ETRANS,0,Withdrawn,0,F,34,30-39,MARRIED,ACTIVE,500000,57500,41-60,0,0,0,0,1
P,Agent,ETRANS,0,Withdrawn,0,M,38,30-39,DIVORCED,ACTIVE,250000,58000,41-60,0,0,1,1,0
O,Direct,ETRANS,0,Withdrawn,0,F,57,50-59,MARRIED,ACTIVE,250000,58000,41-60,0,1,0,0,1
P,Direct,ETRANS,0,Withdrawn,0,F,45,40-49,MARRIED,UNSPEC,250000,58000,41-60,0,0,0,0,1
O,Direct,ETRANS,0,Withdrawn,0,F,36,30-39,MARRIED,ACTIVE,350000,58000,41-60,0,0,0,0,1
P,Agent,ETRANS,0,Withdrawn,0,F,49,40-49,MARRIED,ACTIVE,500000,58000,41-60,0,2,0,0,1
O,Direct,CREDCARD,0,Withdrawn,0,M,38,30-39,MARRIED,ACTIVE,500000,58000,41-60,0,0,0,0,1
P,Agent,CHECK,0,Withdrawn,0,F,31,30-39,MARRIED,ACTIVE,500000,58000,41-60,0,0,0,0,1
P,Direct,CHECK,0,Withdrawn,0,M,38,30-39,MARRIED,ACTIVE,500000,58000,41-60,0,1,0,0,1
P,Agent,ETRANS,0,Withdrawn,0,F,35,30-39,MARRIED,ACTIVE,1000000,58000,41-60,0,0,0,1,1
P,Agent,ETRANS,0,Withdrawn,0,M,38,30-39,MARRIED,ACTIVE,1000000,58000,41-60,0,1,0,0,1
P,Agent,CHECK,0,Withdrawn,0,M,59,50-59,SINGLE,ACTIVE,250000,58000,41-60,0,0,1,0,0
O,Direct,ETRANS,0,Withdrawn,0,F,30,30-39,SINGLE,ACTIVE,250000,58000,41-60,0,0,0,2,0
O,Direct,ETRANS,0,Withdrawn,0,F,30,30-39,SINGLE,ACTIVE,500000,58000,41-60,0,0,0,2,0
O,Direct,ETRANS,0,Withdrawn,0,F,36,30-39,DIVORCED,ACTIVE,800000,58208,41-60,0,2,0,0,0
P,Direct,ETRANS,0,Withdrawn,0,M,55,50-59,MARRIED,UNSPEC,100000,58402,41-60,0,0,0,0,1
O,Direct,ETRANS,0,Withdrawn,0,F,37,30-39,SINGLE,ACTIVE,900000,58500,41-60,0,0,0,1,0
P,Direct,ETRANS,0,Withdrawn,0,F,32,30-39,SINGLE,ACTIVE,1000000,58665,41-60,0,2,0,0,0
P,Agent,ETRANS,1,Withdrawn,0,F,70,70-79,DIVORCED,RETIRED,100000,58753,41-60,0,1,0,0,0
O,Direct,ETRANS,0,Withdrawn,0,F,34,30-39,MARRIED,ACTIVE,250000,59000,41-60,0,0,0,0,1
P,Agent,CREDCARD,0,Withdrawn,0,M,37,30-39,MARRIED,ACTIVE,250000,59000,41-60,0,0,0,0,1
P,Agent,ETRANS,0,Withdrawn,0,F,31,30-39,MARRIED,ACTIVE,250000,59000,41-60,0,0,0,0,1
O,Direct,ETRANS,0,Withdrawn,0,F,45,40-49,MARRIED,ACTIVE,500000,59000,41-60,0,0,0,0,1
O,Direct,CREDCARD,0,Withdrawn,0,F,40,40-49,MARRIED,ACTIVE,500000,59000,41-60,0,0,0,0,1
O,Direct,CHECK,0,Withdrawn,0,F,59,50-59,MARRIED,ACTIVE,100000,59800,41-60,0,0,0,0,1
P,Agent,ETRANS,0,Withdrawn,0,F,57,50-59,DIVORCED,ACTIVE,100000,60000,61-80,0,0,0,1,0
O,Direct,CREDCARD,0,Withdrawn,0,F,53,50-59,DIVORCED,ACTIVE,100000,60000,61-80,0,2,0,0,0
O,Direct,CHECK,0,Withdrawn,0,F,46,40-49,DIVORCED,NOTACTIVE,350000,60000,61-80,0,2,0,0,0
P,Agent,ETRANS,0,Withdrawn,0,F,47,40-49,DIVORCED,ACTIVE,400000,60000,61-80,0,2,0,0,0
O,Direct,ETRANS,0,Withdrawn,0,M,50,50-59,DIVORCED,ACTIVE,500000,60000,61-80,0,0,1,0,0
P,Agent,ETRANS,1,Withdrawn,0,M,45,40-49,DIVORCED,ACTIVE,650000,60000,61-80,0,2,0,0,0
O,Direct,ETRANS,0,Withdrawn,0,M,38,30-39,DIVORCED,ACTIVE,1000000,60000,61-80,0,0,1,0,0
P,Agent,ETRANS,1,Withdrawn,0,M,62,60-69,MARRIED,DISABLED,100000,60000,61-80,0,0,0,0,1
O,Direct,CHECK,0,Withdrawn,0,M,53,50-59,MARRIED,ACTIVE,100000,60000,61-80,0,0,0,0,1
O,Direct,ETRANS,0,Withdrawn,0,M,50,50-59,MARRIED,ACTIVE,100000,60000,61-80,0,0,0,0,1
P,Direct,CHECK,0,Withdrawn,0,M,56,50-59,MARRIED,UNSPEC,100000,60000,61-80,0,0,0,0,1
P,Direct,CREDCARD,0,Withdrawn,0,M,58,50-59,MARRIED,UNSPEC,100000,60000,61-80,0,0,0,0,1
O,Direct,CHECK,0,Withdrawn,0,F,50,50-59,MARRIED,ACTIVE,100000,60000,61-80,0,0,0,0,1
P,Agent,ETRANS,0,Withdrawn,0,M,56,50-59,MARRIED,ACTIVE,100000,60000,61-80,0,0,0,0,1
P,Agent,ETRANS,0,Withdrawn,0,F,58,50-59,MARRIED,ACTIVE,100000,60000,61-80,0,0,0,0,1
O,Direct,ETRANS,0,Withdrawn,0,M,53,50-59,MARRIED,ACTIVE,100000,60000,61-80,0,1,0,0,0
P,Direct,CHECK,0,Withdrawn,0,M,55,50-59,MARRIED,ACTIVE,100000,60000,61-80,0,0,0,0,1
P,Agent,ETRANS,0,Withdrawn,0,M,52,50-59,MARRIED,RETIRED,100000,60000,61-80,0,0,0,0,1
P,Agent,ETRANS,1,Withdrawn,0,M,64,60-69,MARRIED,ACTIVE,100000,60000,61-80,0,1,0,2,1
P,Direct,ETRANS,0,Withdrawn,0,M,55,50-59,MARRIED,ACTIVE,100000,60000,61-80,0,0,0,0,1
P,Agent,ETRANS,0,Withdrawn,0,M,59,50-59,MARRIED,ACTIVE,100000,60000,61-80,0,0,1,0,1
P,Agent,CHECK,0,Withdrawn,0,F,60,60-69,MARRIED,ACTIVE,150000,60000,61-80,0,0,0,0,1
O,Direct,CHECK,0,Withdrawn,0,F,52,50-59,MARRIED,ACTIVE,150000,60000,61-80,0,0,0,0,1
O,Direct,ETRANS,0,Withdrawn,0,M,66,60-69,MARRIED,RETIRED,150000,60000,61-80,0,0,0,0,1
O,Direct,ETRANS,0,Withdrawn,0,M,57,50-59,MARRIED,ACTIVE,200000,60000,61-80,0,0,0,0,1
P,Direct,CHECK,0,Withdrawn,0,M,51,50-59,MARRIED,UNSPEC,250000,60000,61-80,0,0,0,0,1
P,Direct,CHECK,1,Withdrawn,0,M,51,50-59,MARRIED,UNSPEC,250000,60000,61-80,0,0,0,0,1
P,Agent,ETRANS,0,Withdrawn,0,M,56,50-59,MARRIED,ACTIVE,250000,60000,61-80,0,0,0,0,1
